OBJECTID,LST_2015,LST_2020,NDVI_2015
48,26.39043452420,28.55180000000,0.58928600000
49,24.53389109890,27.53040000000,0.68007600000
50,25.58508105160,28.50120000000,0.61983300000
51,24.16900691440,24.57390000000,0.58732200000
52,24.60491884260,23.75900000000,0.53676300000
53,25.37841077210,24.50870000000,0.52806400000
54,25.14648678830,23.71810000000,0.57762000000
55,25.54849446780,25.27190000000,0.70196500000
56,25.60466970420,23.99640000000,0.48914200000
57,23.80929195780,24.46240000000,0.70627400000
58,26.09848364630,28.24820000000,0.43525500000
59,25.45427366810,28.12000000000,0.60543400000
60,23.98109021580,29.31270000000,0.69503200000
61,25.58197127410,28.76570000000,0.61956800000
62,27.22284811090,31.15870000000,0.47588300000
63,27.09227795840,30.35890000000,0.54322500000
64,28.16311606140,30.73990000000,0.54095000000
65,29.70141652950,34.14530000000,0.38071100000
66,29.21541174790,33.25340000000,0.42531600000
67,27.47909388260,30.73110000000,0.48695400000
68,28.12494028130,30.91790000000,0.47157400000
69,28.26982582530,31.93180000000,0.48505700000
70,27.86686556900,31.24240000000,0.53163300000
71,26.99264777770,29.62020000000,0.47479300000
72,24.65534962890,26.70250000000,0.51444600000
73,25.92709661210,26.93520000000,0.49038000000
74,26.61349530890,29.31210000000,0.53324600000
75,28.00422073830,32.12640000000,0.43448500000
76,28.18278624580,31.76960000000,0.49747600000
77,26.97722408080,29.31940000000,0.54523100000
78,26.28768404580,29.83660000000,0.59030900000
79,27.11274241950,30.70270000000,0.51969700000
